subject,sequenceA1,sequenceA2,sequenceA3,sequenceA4,sequenceA5,sequenceA6,sequenceA7,sequenceA8,sequenceB1,sequenceB2,sequenceB3,sequenceB4,sequenceB5,sequenceB6,sequenceB7,sequenceB8,isDifferentMeanSameVariance,sequenceChoiceLeft
15,82,30,63,51,39,29,49,75,49,54,54,39,62,35,65,56,0,0
15,53,34,73,55,68,40,32,48,65,89,53,55,63,65,39,49,1,0
15,54,16,43,62,56,45,33,49,72,66,57,36,54,71,33,53,1,0
15,48,73,34,49,38,32,73,83,75,46,43,59,53,46,54,55,0,1
15,44,59,70,34,50,88,47,86,65,55,57,63,68,50,48,77,0,1
15,75,51,46,17,37,70,72,63,47,65,46,49,70,60,47,46,0,1
15,37,22,60,48,30,40,66,39,62,47,55,82,54,31,52,44,1,0
15,65,36,57,29,54,56,72,68,37,54,72,24,56,40,41,37,1,1
15,57,42,61,51,42,69,41,53,39,56,53,35,30,79,43,82,0,0
15,74,57,45,37,37,78,92,52,48,42,62,56,62,68,73,59,0,1
15,66,69,34,74,62,31,39,24,35,53,53,46,59,51,65,37,0,1
15,66,44,42,39,68,79,69,56,68,48,40,58,28,37,68,35,1,1
15,54,50,43,38,72,57,59,53,28,55,81,68,24,43,59,69,0,0
15,40,77,69,44,30,55,53,59,42,14,51,56,29,50,61,44,1,1
15,53,35,47,52,37,56,47,84,53,41,42,10,59,44,46,30,1,1
15,51,55,56,75,85,40,55,42,33,48,52,25,72,53,36,58,1,1
15,38,39,76,29,40,54,57,38,69,61,75,26,61,56,51,51,1,0
15,49,52,93,28,45,60,78,58,39,67,60,68,57,52,57,67,0,0
15,44,43,38,64,31,58,21,61,47,53,54,36,50,58,87,58,1,0
15,44,64,34,54,89,33,71,69,48,67,49,58,49,71,66,50,0,0
15,48,34,37,38,31,54,74,61,35,53,47,68,64,39,69,78,1,0
15,30,49,39,49,61,62,77,58,64,37,41,26,42,47,24,62,1,1
15,28,73,54,47,63,45,57,74,47,36,58,35,54,19,64,47,1,1
15,72,45,42,47,37,39,52,20,42,60,80,29,49,59,53,57,1,0
15,58,52,63,47,55,70,38,58,92,59,72,32,50,54,46,36,0,1
15,39,46,14,42,49,38,62,60,67,44,66,64,74,41,42,37,1,0
15,57,49,69,64,66,50,85,37,64,39,56,53,74,29,52,36,1,1
15,47,35,13,63,56,39,37,33,54,42,23,51,75,60,39,53,1,0
15,28,48,40,38,58,47,30,42,23,21,58,23,38,63,69,30,0,0
15,84,57,18,59,49,55,71,73,67,47,54,74,48,54,67,51,0,1
15,55,64,63,73,69,41,62,51,28,62,74,55,83,85,51,44,0,0
15,48,67,50,55,39,50,64,40,50,60,44,28,54,92,32,59,0,0
15,39,64,52,46,42,58,58,68,54,53,57,62,76,16,33,73,0,0
15,49,37,30,46,43,71,73,43,49,42,75,47,56,48,85,68,1,0
15,34,63,63,47,77,58,53,36,60,46,44,27,15,47,51,59,1,0
15,41,39,53,58,51,38,45,27,55,56,25,41,22,82,36,37,0,0
15,93,37,40,51,35,66,35,46,26,52,47,56,54,52,59,54,0,1
15,51,55,60,40,40,74,61,81,55,34,65,39,31,58,36,67,1,1
15,42,68,74,62,57,50,50,55,65,69,39,25,85,66,40,70,0,0
15,70,58,48,57,57,65,40,63,52,70,77,35,61,84,28,52,0,0
15,70,58,61,47,46,34,35,28,56,82,40,51,51,52,76,46,1,0
15,31,36,54,26,42,74,39,40,50,37,82,49,64,54,37,52,1,0
15,60,84,54,56,41,46,69,37,57,56,55,32,52,16,53,46,1,1
15,53,42,86,63,65,26,49,27,66,40,47,59,50,38,60,50,0,0
15,59,36,60,24,20,42,48,50,51,57,53,58,66,61,51,17,1,1
15,21,42,56,50,39,56,59,24,67,34,53,43,34,60,70,65,1,0
15,60,56,34,52,51,53,70,61,80,65,53,62,21,40,76,43,0,1
15,41,48,44,54,58,61,32,40,53,79,37,33,35,34,76,27,0,0
15,37,82,76,33,55,40,75,42,67,38,53,59,44,56,66,55,0,1
15,43,47,83,57,44,53,24,80,52,43,61,68,38,53,53,62,0,1
15,60,50,21,30,61,37,39,27,28,76,48,38,63,42,53,59,1,0
15,47,45,72,64,65,48,49,56,36,23,85,67,75,55,54,56,0,0
15,21,36,52,68,31,47,45,57,50,83,66,37,36,53,57,61,1,0
15,41,23,65,39,47,69,51,42,72,45,45,65,70,65,67,30,1,0
15,59,59,20,51,39,60,58,30,72,31,49,61,61,66,42,73,1,0
15,50,34,49,43,37,35,34,63,33,35,15,84,51,34,47,47,0,0
15,26,59,61,55,68,31,54,45,53,54,79,62,42,40,75,76,1,0
15,61,46,64,47,29,47,33,72,55,75,74,80,59,41,49,48,1,1
15,54,40,34,43,36,61,57,40,61,46,40,51,27,75,11,57,0,0
15,43,55,66,31,29,53,76,15,54,41,47,38,68,36,43,42,0,1
15,51,45,53,52,93,66,52,59,38,64,40,68,61,47,46,26,1,1
15,39,50,39,65,42,43,59,42,48,34,46,34,93,41,44,34,0,0
15,75,48,40,45,37,36,28,56,71,50,53,84,53,34,49,51,1,0
15,38,30,82,34,48,50,32,76,46,36,42,41,57,67,45,55,0,1
15,43,44,37,61,40,42,55,30,60,72,22,29,62,42,18,50,0,0
15,49,75,68,59,40,52,68,14,58,35,62,66,41,57,50,53,0,0
15,27,53,61,52,27,27,55,60,43,67,32,66,50,70,43,67,1,0
15,47,67,20,48,39,25,77,27,62,28,40,42,35,50,47,46,0,1
15,76,45,39,31,44,55,64,43,57,96,62,53,61,54,49,50,1,0
15,68,42,36,45,65,59,73,36,64,39,42,53,20,42,59,25,1,0
15,73,62,50,28,54,73,28,77,72,54,50,46,71,44,57,55,0,1
15,58,25,33,34,51,30,63,57,44,54,56,67,46,42,84,39,1,0
15,45,56,72,44,64,24,57,62,17,52,36,30,43,61,58,47,1,1
15,80,38,76,48,45,57,65,68,68,53,59,59,44,38,54,22,1,1
15,63,54,52,40,74,53,52,23,48,21,40,32,60,63,25,41,1,1
15,54,54,44,59,63,30,19,42,57,52,29,51,63,49,75,74,1,0
15,66,74,48,42,35,37,36,52,56,56,90,71,45,54,49,50,1,0
15,27,65,38,53,29,54,65,54,42,63,42,79,59,67,40,72,1,0
15,37,59,68,59,69,40,27,47,44,48,15,57,50,40,51,20,1,1
15,49,56,61,42,50,38,69,82,29,50,66,31,68,32,51,42,1,1
15,34,61,84,58,61,67,54,43,33,60,45,26,38,66,56,63,1,1
15,52,52,70,40,55,64,45,65,22,75,38,73,44,52,81,56,0,1
15,29,47,36,37,64,48,48,73,45,67,51,59,68,63,81,33,1,0
15,47,56,68,42,67,22,47,50,64,65,67,45,29,76,71,63,1,0
15,54,60,41,53,75,49,56,61,50,61,32,98,43,52,49,64,0,0
15,35,38,52,68,45,51,39,16,41,75,65,48,27,59,56,52,1,0
15,68,63,44,60,28,55,34,35,50,39,43,68,63,87,57,55,1,0
15,55,56,57,52,20,49,39,73,67,34,71,59,71,41,63,75,1,0
15,69,25,51,68,59,70,64,20,38,53,56,62,45,66,43,58,0,0
15,45,23,51,50,68,55,41,67,63,86,65,36,56,47,54,72,1,0
15,25,65,27,58,12,55,61,57,49,47,51,44,36,30,64,41,0,1
15,73,40,59,57,47,50,65,58,61,39,76,47,54,72,80,20,0,0
15,63,27,20,40,45,30,56,54,54,62,54,48,70,65,26,37,1,0
15,47,46,57,48,35,67,22,27,55,70,42,33,78,55,55,41,1,0
15,50,41,46,64,37,61,74,30,16,34,53,35,50,30,63,42,1,1
15,71,56,44,34,40,40,46,21,28,43,72,66,65,43,54,59,1,0
15,57,65,60,24,45,15,74,50,41,37,56,58,43,44,49,67,0,1
15,59,46,48,67,62,42,53,66,52,82,39,55,62,55,19,79,0,1
15,45,41,31,64,52,65,78,43,45,57,40,23,23,34,52,62,1,1
15,51,54,38,61,13,44,50,48,39,36,66,69,52,53,48,78,1,0
15,60,32,65,59,44,21,53,58,82,44,35,59,75,61,55,64,1,0
15,40,52,43,29,65,64,51,23,81,67,44,47,42,39,61,65,1,0
15,28,56,17,82,30,37,43,49,51,39,26,46,48,33,53,51,0,1
15,42,55,56,50,75,51,61,66,25,82,58,81,71,52,43,47,0,0
15,40,52,45,58,29,37,45,59,54,33,65,44,44,10,45,76,0,0
15,54,41,76,42,33,14,23,54,43,27,31,40,47,47,57,45,0,1
15,32,67,33,55,22,22,71,58,34,33,59,47,52,37,46,53,0,0
15,32,53,36,43,67,66,74,54,29,66,35,29,45,31,53,59,1,1
15,52,40,70,56,65,58,70,60,65,78,63,19,77,65,41,61,0,0
15,14,48,63,42,49,75,70,36,40,50,49,55,34,47,62,62,0,0
15,65,76,49,28,52,42,55,65,37,69,31,23,47,49,58,37,1,1
15,33,16,49,77,69,58,61,63,67,46,36,56,56,48,51,62,0,1
15,35,77,77,73,23,57,53,56,66,44,49,70,53,66,45,57,0,1
15,88,51,30,27,51,43,48,70,60,48,64,56,60,43,35,42,0,1
15,71,47,82,75,60,50,20,60,71,64,40,56,48,65,55,65,0,0
15,75,31,49,49,41,44,71,42,46,69,79,43,73,73,50,44,1,1
15,55,57,39,70,43,63,85,49,40,50,69,71,46,43,30,37,1,1
15,41,51,38,56,31,40,70,24,73,67,37,40,65,45,40,62,1,0
15,45,36,56,30,53,56,45,40,53,51,31,44,21,28,87,46,0,0
15,54,62,70,41,59,66,44,60,36,91,76,65,50,35,56,44,0,0
15,51,51,63,63,44,36,56,39,53,53,20,55,40,47,39,91,0,0
15,54,47,60,39,53,67,50,16,36,71,62,53,85,44,56,57,1,0
15,50,46,43,43,58,46,53,72,82,25,52,30,51,37,69,63,0,0
15,39,34,38,43,32,30,92,36,28,49,30,44,43,53,41,58,0,1
15,57,62,38,48,47,55,59,36,50,43,68,36,63,73,55,12,0,0
15,31,28,53,65,70,57,62,89,60,51,40,65,56,63,71,48,0,1
15,34,45,39,47,47,35,24,55,39,23,42,43,51,18,83,30,0,0
15,38,64,51,37,39,50,59,40,35,23,58,71,26,34,70,62,0,0
15,28,42,49,81,58,52,16,57,55,53,56,49,51,54,40,26,0,1
15,18,47,47,82,27,45,63,57,44,37,43,52,64,52,58,35,0,1
15,66,57,56,39,46,38,55,50,35,26,50,41,66,85,67,39,0,0
15,46,27,53,80,58,47,47,58,34,21,34,44,43,70,34,55,1,1
15,60,43,52,72,66,49,54,63,81,26,51,50,39,70,83,59,0,0
15,36,25,54,58,19,41,15,71,32,33,22,39,46,52,52,43,0,1
15,45,63,74,62,59,51,70,48,33,70,69,34,56,61,56,94,0,0
15,42,68,42,51,32,43,19,55,80,58,66,34,52,35,57,49,1,0
15,59,47,32,58,61,39,48,16,53,43,58,72,70,62,56,24,1,0
15,49,44,23,22,35,47,52,67,67,41,71,30,39,45,65,59,1,0
15,82,63,41,13,50,50,64,60,41,66,40,49,48,59,61,59,0,1
15,70,30,38,34,63,48,44,34,60,28,52,43,72,60,72,56,1,0
15,68,55,60,56,65,60,51,35,69,21,38,64,38,76,72,68,0,1
15,77,43,73,75,55,50,53,37,59,45,66,66,51,30,38,30,1,1
15,44,83,55,55,41,80,58,64,58,50,69,29,57,30,63,44,1,1
15,81,63,50,30,51,14,43,38,53,54,46,52,44,28,58,35,0,0
15,45,19,41,26,47,41,80,67,44,32,51,53,32,57,53,43,0,0
15,51,26,63,53,49,20,40,55,68,43,59,29,58,50,77,54,1,0
15,19,34,39,53,59,68,39,80,40,62,65,42,41,43,49,49,0,1
15,59,28,54,42,51,42,39,46,17,56,71,49,66,40,20,41,0,0
15,49,48,61,47,55,70,50,70,80,76,61,46,29,27,63,64,0,1
16,36,54,34,38,48,61,48,56,31,35,43,64,69,69,52,15,0,1
16,38,42,52,53,52,55,31,29,36,63,35,75,13,30,50,51,0,0
16,49,56,61,42,50,38,69,82,29,50,66,31,68,32,51,42,1,1
16,59,43,80,70,73,46,67,43,61,47,72,51,49,43,58,22,1,1
16,53,48,25,48,22,67,54,49,55,26,55,74,50,61,73,51,1,0
16,84,57,18,59,49,55,71,73,67,47,54,74,48,54,67,51,0,1
16,53,42,86,63,65,26,49,27,66,40,47,59,50,38,60,50,0,0
16,28,26,63,47,52,66,14,66,43,48,64,31,53,45,42,37,0,1
16,60,49,44,63,56,51,55,93,59,29,43,54,58,36,42,74,1,1
16,68,16,29,35,44,50,37,44,49,48,55,32,29,59,78,50,1,0
16,48,64,45,41,69,36,60,78,46,32,31,63,66,53,25,47,1,1
16,51,53,65,54,54,38,67,43,65,50,56,63,87,47,39,18,0,0
16,57,44,24,41,63,74,71,84,68,62,61,47,45,59,70,47,0,1
16,54,37,44,56,47,36,26,49,47,22,62,79,42,24,45,29,0,0
16,87,44,50,45,25,60,38,72,52,39,66,53,63,57,55,39,0,1
16,48,67,50,55,39,50,64,40,50,60,44,28,54,92,32,59,0,0
16,61,11,41,58,58,47,30,75,60,58,31,45,50,41,45,56,0,1
16,42,55,56,50,75,51,61,66,25,82,58,81,71,52,43,47,0,0
16,59,28,54,42,51,42,39,46,17,56,71,49,66,40,20,41,0,1
16,75,51,46,17,37,70,72,63,47,65,46,49,70,60,47,46,0,1
16,75,49,42,51,38,33,56,29,41,48,83,69,59,56,39,63,1,0
16,64,47,47,52,55,43,71,64,63,69,25,79,68,63,46,27,0,0
16,34,66,56,43,56,78,47,13,55,48,44,51,48,29,66,50,0,0
16,49,44,23,22,35,47,52,67,67,41,71,30,39,45,65,59,1,1
16,50,48,68,45,48,41,44,66,39,50,60,59,45,34,92,30,0,0
16,58,46,58,37,47,87,52,47,63,46,36,33,59,59,31,23,1,1
16,82,30,63,51,39,29,49,75,49,54,54,39,62,35,65,56,0,1
16,45,63,74,62,59,51,70,48,33,70,69,34,56,61,56,94,0,0
16,57,43,42,59,43,62,63,38,31,83,50,45,45,48,27,80,0,0
16,80,38,76,48,45,57,65,68,68,53,59,59,44,38,54,22,1,1
16,59,45,58,71,58,80,38,38,29,55,34,67,57,58,46,25,1,1
16,48,38,48,18,44,59,25,62,35,40,62,67,58,67,65,33,1,0
16,41,39,53,58,51,38,45,27,55,56,25,41,22,82,36,37,0,0
16,75,48,40,45,37,36,28,56,71,50,53,84,53,34,49,51,1,0
16,45,43,24,53,45,56,12,52,43,41,54,39,56,34,81,60,1,0
16,55,57,39,70,43,63,85,49,40,50,69,71,46,43,30,37,1,1
16,62,43,38,48,57,50,58,68,54,14,77,70,68,60,41,42,0,0
16,48,64,51,39,26,16,48,42,75,45,45,38,46,69,33,63,1,0
16,64,37,23,70,49,55,12,33,45,41,33,39,38,62,50,33,0,0
16,73,62,50,28,54,73,28,77,72,54,50,46,71,44,57,55,0,1
16,54,16,43,62,56,45,33,49,72,66,57,36,54,71,33,53,1,0
16,42,56,66,45,57,53,20,64,58,21,38,42,61,26,48,25,1,1
16,83,32,52,54,48,60,65,46,26,32,58,53,70,45,39,34,1,1
16,71,65,98,53,57,55,55,25,60,65,74,68,50,63,59,44,0,0
16,55,56,57,52,20,49,39,73,67,34,71,59,71,41,63,75,1,0
16,41,38,34,64,66,69,36,53,84,54,67,63,36,65,41,67,1,0
16,33,92,53,61,85,45,54,60,48,54,53,74,59,61,55,76,0,1
16,42,68,74,62,57,50,50,55,65,69,39,25,85,66,40,70,0,0
16,59,59,20,51,39,60,58,30,72,31,49,61,61,66,42,73,1,0
16,45,36,56,30,53,56,45,40,53,51,31,44,21,28,87,46,0,0
16,47,56,68,42,67,22,47,50,64,65,67,45,29,76,71,63,1,0
16,66,56,63,76,52,64,41,60,85,58,53,63,40,28,68,84,0,0
16,28,73,54,47,63,45,57,74,47,36,58,35,54,19,64,47,1,0
16,51,67,56,54,20,70,62,55,38,21,46,54,48,65,55,26,1,1
16,70,58,61,47,46,34,35,28,56,82,40,51,51,52,76,46,1,0
16,72,45,42,47,37,39,52,20,42,60,80,29,49,59,53,57,1,0
16,49,52,93,28,45,60,78,58,39,67,60,68,57,52,57,67,0,0
16,52,84,44,58,38,61,61,72,75,29,43,48,49,51,35,62,1,1
16,54,41,76,42,33,14,23,54,43,27,31,40,47,47,57,45,0,1
16,44,31,56,54,91,72,72,42,68,57,55,54,43,71,51,67,0,1
16,29,47,36,37,64,48,48,73,45,67,51,59,68,63,81,33,1,0
16,28,56,17,82,30,37,43,49,51,39,26,46,48,33,53,51,0,0
16,53,34,73,55,68,40,32,48,65,89,53,55,63,65,39,49,1,0
16,67,45,49,33,53,44,50,51,76,49,35,38,15,47,61,73,0,0
16,47,41,71,52,63,24,47,31,46,63,55,30,59,75,77,49,1,0
16,66,50,39,48,36,59,45,55,14,31,65,71,57,46,46,68,0,1
16,29,52,75,46,64,27,80,40,41,56,35,53,61,51,54,68,0,1
16,43,47,63,32,56,33,66,71,42,73,24,33,32,49,31,45,1,1
16,41,51,38,56,31,40,70,24,73,67,37,40,65,45,40,62,1,0
16,46,62,33,21,26,56,82,48,40,60,40,51,41,57,52,33,0,1
16,40,52,43,29,65,64,51,23,81,67,44,47,42,39,61,65,1,0
16,66,44,42,39,68,79,69,56,68,48,40,58,28,37,68,35,1,1
16,56,59,27,38,74,51,49,65,37,76,32,42,40,48,34,30,1,1
16,69,25,51,68,59,70,64,20,38,53,56,62,45,66,43,58,0,0
16,51,51,63,63,44,36,56,39,53,53,20,55,40,47,39,91,0,1
16,31,28,53,65,70,57,62,89,60,51,40,65,56,63,71,48,0,0
16,67,38,35,27,55,27,44,57,53,56,83,43,49,43,68,39,1,0
16,56,60,42,68,65,71,66,49,57,45,64,62,32,99,68,50,0,0
16,47,46,57,48,35,67,22,27,55,70,42,33,78,55,55,41,1,0
16,28,46,54,29,51,69,31,34,49,37,34,69,70,60,65,38,1,0
16,73,26,52,41,35,59,20,16,50,31,45,27,34,54,44,33,0,1
16,60,50,21,30,61,37,39,27,28,76,48,38,63,42,53,59,1,0
16,43,29,32,51,49,24,66,59,77,73,54,46,50,48,50,32,1,0
16,52,40,70,56,65,58,70,60,65,78,63,19,77,65,41,61,0,1
16,56,71,50,15,59,52,80,36,47,49,46,41,75,58,49,54,0,1
16,59,46,48,67,62,42,53,66,52,82,39,55,62,55,19,79,0,0
16,48,48,53,66,62,43,20,33,60,33,61,55,51,86,52,58,1,0
16,42,46,67,43,60,78,77,70,53,56,41,66,18,60,57,47,1,1
16,54,26,37,41,21,83,23,42,54,43,30,46,53,38,28,35,0,1
16,65,75,38,39,66,75,72,53,55,60,37,33,32,54,73,58,1,1
16,19,34,39,53,59,68,39,80,40,62,65,42,41,43,49,49,0,1
16,54,76,72,57,31,45,39,51,40,54,26,38,19,62,53,53,1,1
16,65,76,49,28,52,42,55,65,37,69,31,23,47,49,58,37,1,1
16,16,72,58,36,28,56,71,45,41,57,39,48,33,49,60,56,0,0
16,84,57,61,80,58,46,48,46,48,43,33,70,38,40,76,51,1,1
16,30,61,54,42,58,65,36,71,54,45,56,64,23,27,41,29,1,1
16,65,33,60,59,43,71,46,76,76,48,54,35,32,57,33,43,1,1
16,56,56,61,27,69,76,52,44,70,40,51,18,41,54,43,40,1,1
16,55,64,63,73,69,41,62,51,28,62,74,55,83,85,51,44,0,0
16,56,51,49,49,31,38,58,59,46,46,68,41,15,36,70,71,0,0
16,40,42,21,58,30,42,36,69,46,48,80,35,35,56,64,51,1,0
16,47,58,39,47,83,73,57,51,61,45,66,55,21,32,47,46,1,1
16,40,61,68,34,74,43,42,48,28,37,31,24,42,43,67,59,1,0
16,33,66,61,36,39,43,21,35,60,44,39,46,70,38,75,41,1,0
16,44,50,56,21,55,38,29,66,41,82,62,61,59,52,32,49,1,0
16,31,47,55,50,68,74,57,34,31,42,50,49,18,28,65,51,1,1
16,38,39,76,29,40,54,57,38,69,61,75,26,61,56,51,51,1,0
16,65,44,54,40,48,23,22,31,21,56,50,40,59,59,51,72,1,0
16,21,42,56,50,39,56,59,24,67,34,53,43,34,60,70,65,1,0
16,52,28,70,71,49,65,19,29,33,42,64,49,47,51,42,58,0,0
16,51,45,53,52,93,66,52,59,38,64,40,68,61,47,46,26,1,1
16,37,48,28,72,36,27,53,54,52,66,56,35,59,41,82,43,1,1
16,66,17,53,41,77,56,47,75,64,66,49,43,46,42,61,61,0,1
16,58,82,34,62,72,53,52,51,73,43,40,49,29,61,32,58,1,1
16,73,60,64,59,69,56,52,24,17,57,68,48,48,57,39,43,1,1
16,68,55,25,73,62,51,65,68,74,52,29,47,47,27,48,59,1,1
16,28,48,40,38,58,47,30,42,23,21,58,23,38,63,69,30,0,0
16,28,35,56,58,75,90,65,64,56,57,63,52,64,76,58,43,0,1
16,44,59,70,34,50,88,47,86,65,55,57,63,68,50,48,77,0,1
16,70,30,38,34,63,48,44,34,60,28,52,43,72,60,72,56,1,0
16,49,52,35,54,31,57,76,64,19,47,50,30,61,57,31,44,1,1
16,31,50,41,56,61,49,51,40,39,39,41,28,79,74,23,55,0,0
16,18,47,47,82,27,45,63,57,44,37,43,52,64,52,58,35,0,1
16,26,59,61,55,68,31,54,45,53,54,79,62,42,40,75,76,1,0
16,55,59,72,30,81,57,56,71,51,61,63,40,36,68,25,58,1,1
16,63,27,20,40,45,30,56,54,54,62,54,48,70,65,26,37,1,1
16,37,37,44,35,42,22,42,58,63,17,12,29,53,51,63,30,0,0
16,14,48,63,42,49,75,70,36,40,50,49,55,34,47,62,62,0,0
16,40,41,44,39,29,49,27,58,69,55,31,21,13,36,63,39,0,0
16,26,32,38,22,54,61,61,40,22,60,71,56,51,50,62,44,1,0
16,60,36,48,63,72,53,28,62,45,30,32,38,48,59,68,26,1,0
16,57,72,64,40,45,31,66,67,54,61,66,34,24,39,33,52,1,1
16,31,44,61,54,58,45,59,45,60,52,48,82,18,64,32,47,0,0
16,94,39,37,58,32,53,63,62,65,45,42,61,62,46,67,53,0,1
16,26,54,77,47,86,35,50,42,48,52,59,50,35,61,65,47,0,0
16,56,40,40,61,53,33,48,58,52,47,22,80,31,63,32,62,0,0
16,43,47,83,57,44,53,24,80,52,43,61,68,38,53,53,62,0,1
16,49,52,79,55,50,53,66,52,41,78,68,39,70,25,79,55,0,0
16,37,59,68,59,69,40,27,47,44,48,15,57,50,40,51,20,1,0
16,66,25,81,30,74,61,71,56,50,53,53,57,82,57,63,51,0,1
16,18,33,75,15,47,59,38,43,49,25,31,35,39,41,56,50,0,0
16,60,84,54,56,41,46,69,37,57,56,55,32,52,16,53,46,1,1
16,49,68,84,66,31,63,61,25,61,52,55,67,56,71,47,41,0,0
16,39,34,38,43,32,30,92,36,28,49,30,44,43,53,41,58,0,0
16,34,39,49,37,27,60,48,41,44,35,54,27,21,40,85,28,0,1
16,49,62,46,63,56,94,49,55,50,58,33,38,27,61,62,65,1,0
16,66,42,39,63,43,74,76,46,31,34,45,63,26,66,59,46,1,1
16,55,38,42,28,70,65,41,38,61,48,59,46,37,76,78,50,1,0
16,54,40,34,43,36,61,57,40,61,46,40,51,27,75,11,57,0,0
16,35,38,52,68,45,51,39,16,41,75,65,48,27,59,56,52,1,0
16,74,57,45,37,37,78,92,52,48,42,62,56,62,68,73,59,0,1
16,57,49,69,64,66,50,85,37,64,39,56,53,74,29,52,36,1,0
16,81,63,50,30,51,14,43,38,53,54,46,52,44,28,58,35,0,1
16,56,61,47,53,55,73,74,47,41,54,62,49,76,28,59,94,0,0
16,63,54,52,40,74,53,52,23,48,21,40,32,60,63,25,41,1,1
16,39,50,39,65,42,43,59,42,48,34,46,34,93,41,44,34,0,0
16,71,70,62,65,58,32,78,46,68,57,25,57,59,41,62,33,1,1
16,45,60,28,68,43,57,35,67,45,77,77,54,40,45,71,68,1,0
16,37,59,79,45,77,35,36,81,61,46,55,74,43,56,59,53,0,1
16,43,44,37,61,40,42,55,30,60,72,22,29,62,42,18,50,0,0
16,59,38,25,29,59,28,27,55,35,63,56,61,61,24,58,39,1,1
16,51,63,66,44,51,72,69,64,67,63,50,80,32,43,53,94,0,0
16,37,55,32,45,59,49,59,47,41,54,69,72,58,12,48,33,0,0
16,34,56,38,54,47,50,66,48,33,36,48,42,68,44,31,90,0,0
16,45,72,44,57,67,46,57,52,61,85,48,36,36,63,79,33,0,1
16,70,58,48,57,57,65,40,63,52,70,77,35,61,84,28,52,0,0
16,48,73,34,49,38,32,73,83,75,46,43,59,53,46,54,55,0,1
16,45,41,31,64,52,65,78,43,45,57,40,23,23,34,52,62,1,0
16,44,64,34,54,89,33,71,69,48,67,49,58,49,71,66,50,0,1
16,58,45,50,33,43,47,59,63,40,20,70,52,62,35,43,79,0,1
16,40,77,69,44,30,55,53,59,42,14,51,56,29,50,61,44,1,1
16,47,76,43,32,71,48,41,44,47,36,40,43,32,71,19,34,1,1
16,37,43,12,58,56,40,30,47,44,37,32,50,36,72,67,62,1,0
16,63,41,41,35,30,41,42,35,24,74,57,27,50,15,51,31,0,1
16,64,42,32,64,26,34,26,37,44,71,28,47,73,43,44,55,1,0
16,46,27,53,80,58,47,47,58,34,21,34,44,43,70,34,55,1,1
16,84,39,26,39,23,52,36,29,45,32,31,54,40,57,36,30,0,0
16,24,33,60,27,36,41,82,54,46,29,50,29,55,50,53,45,0,1
16,24,42,55,77,49,37,46,47,56,59,79,42,45,79,45,50,1,0
16,53,68,75,67,33,51,19,75,40,51,56,65,59,52,70,44,0,1
16,51,54,38,61,13,44,50,48,39,36,66,69,52,53,48,78,1,0
16,79,56,75,54,57,38,39,58,53,23,25,58,58,46,61,54,1,0
16,43,54,39,74,66,56,37,32,16,44,26,47,52,26,50,57,1,1
16,27,49,52,57,39,43,54,47,27,30,80,23,42,42,54,68,0,0
16,54,47,60,39,53,67,50,16,36,71,62,53,85,44,56,57,1,0
16,74,35,44,36,30,58,54,62,85,62,48,61,57,47,70,39,1,0
16,32,65,68,46,81,48,59,52,33,49,44,38,24,51,74,52,1,0
16,43,56,48,17,52,62,63,41,50,36,51,60,57,88,60,62,1,0
16,71,47,82,75,60,50,20,60,71,64,40,56,48,65,55,65,0,0
16,43,55,66,31,29,53,76,15,54,41,47,38,68,36,43,42,0,0
16,44,83,55,55,41,80,58,64,58,50,69,29,57,30,63,44,1,1
16,34,34,33,50,58,63,35,19,42,45,35,55,36,49,78,69,1,0
16,31,36,54,26,42,74,39,40,50,37,82,49,64,54,37,52,1,0
16,56,46,55,53,68,37,62,49,42,74,73,78,52,43,44,19,0,1
16,50,46,43,43,58,46,53,72,82,25,52,30,51,37,69,63,0,1
16,41,55,64,52,64,67,42,56,74,69,56,23,66,47,31,76,0,1
16,63,26,18,40,62,46,65,73,33,36,57,61,50,46,48,59,0,1
16,45,19,41,26,47,41,80,67,44,32,51,53,32,57,53,43,0,1
16,44,80,52,44,21,75,50,74,67,65,43,62,50,44,45,62,0,1
16,71,56,44,34,40,40,46,21,28,43,72,66,65,43,54,59,1,0
16,40,22,36,54,72,41,48,55,66,56,23,69,49,54,71,60,1,0
16,67,43,60,64,60,22,51,50,46,47,36,53,68,37,19,31,1,1
16,37,82,76,33,55,40,75,42,67,38,53,59,44,56,66,55,0,0
16,59,52,43,26,26,71,45,41,47,71,62,68,29,40,66,55,1,1
16,77,43,73,75,55,50,53,37,59,45,66,66,51,30,38,30,1,1
16,49,37,30,46,43,71,73,43,49,42,75,47,56,48,85,68,1,0
16,93,37,40,51,35,66,35,46,26,52,47,56,54,52,59,54,0,0
16,38,64,51,37,39,50,59,40,35,23,58,71,26,34,70,62,0,1
16,27,53,61,52,27,27,55,60,43,67,32,66,50,70,43,67,1,0
16,46,35,43,54,25,38,53,44,32,16,70,70,32,37,53,25,0,1
16,68,42,36,45,65,59,73,36,64,39,42,53,20,42,59,25,1,1
16,30,61,63,55,71,37,52,33,25,23,28,57,45,39,66,40,1,0
16,64,52,34,77,39,44,51,65,55,31,37,70,54,34,28,35,1,1
16,72,59,49,39,60,40,67,29,19,46,47,55,37,53,57,21,1,0
16,55,43,36,49,62,56,63,39,22,44,35,62,36,79,45,75,0,1
